"gid","flsid","date","venue","doorprice","attendance","recorded_by","mastered_by","original_source","tour","city","subdivision","country","year","checked","x","y","sound_quality","seconds"
"nijmegen-netherlands-70595","FLS0707",1995-07-05,"Doornroosje",NA,450,"Joey Picuri","Jerry Busher","Cassette","1995 Spring/Summer European Tour","Nijmegen","","Netherlands",1995,1,5.853923,51.8443756,"Very Good",4350
"nijmegen-netherlands-71192","FLS0487",1992-07-11,"Doornroosje",NA,500,"Joey Picuri","Jerry Busher","Cassette","1992 Spring European Tour","Nijmegen","","Netherlands",1992,1,5.853923,51.8443756,"Good",6072
"norfolk-va-usa-31996","FLS0766",1996-03-19,"Baitshack","5",1300,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Norfolk","VA","USA",1996,1,-76.290166,36.8449089,"Very Good",3497
"normal-il-usa-90193","FLS0573",1993-09-01,"Illinois State University Student Center Ballroom","5",1000,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Normal","IL","USA",1993,1,-88.991881,40.5118535,"Very Good",4934
"norman-ok-usa-41793","FLS0522",1993-04-17,"Hollywood Theater","5",1000,"Joey Picuri","Jerry Busher","DAT","1993 Spring USA Tour","Norman","OK","USA",1993,1,-97.46829,35.2031634,"Very Good",5373
"northampton-ma-usa-41490","FLS0197",1990-04-14,"Pearl Street Ballroom","$5",800,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring NE USA Tour","Northampton","MA","USA",1990,1,-72.627437,42.318779,"Very Good",5019
"northampton-ma-usa-92295","FLS0716",1995-09-22,"Pearl Street Ballroom","5",750,"Joey Picuri","Jerry Busher","DAT","1995 Fall USA/Canada Tour","Northampton","MA","USA",1995,1,-72.627437,42.318779,"Good",4449
"norwalk-ct-usa-100789","FLS0147",1989-10-07,"Anthrax","$5",400,NA,NA,NA,"1989 Fall Canada/NE Tour","Norwalk","CT","USA",1989,1,-73.42862,41.1358373,NA,NA
"norwalk-ct-usa-120587","FLS0010",1987-12-05,"Anthrax","$5",100,"ANON","Warren Russell-Smith","Cassette","1987 Fall/Winter Regional Dates","Norwalk","CT","USA",1987,1,-73.42862,41.1358373,"Good",2786
"norwalk-ct-usa-40789","FLS0098",1989-04-07,"Anthrax","$5",400,"ANON","Warren Russell-Smith",NA,"1989 Spring USA Tour","Norwalk","CT","USA",1989,1,-73.42862,41.1358373,"Good",2730
"norwich-england-50792","FLS0436",1992-05-07,"Waterfront","3-5Pounds",500,"Joey Picuri","Warren Russell Smith","Cassette","1992 Spring European Tour","Norwich",NA,"England",1992,1,1.30273,52.6246654,"Excellent",4488
"nottingham-england-102302","FLS1035",2002-10-23,"Rock City",NA,1618.75,"Nick Pellicciotto","Warren Russell-Smith","DAT","2002 Fall UK/Ireland Tour","Nottingham",NA,"England",2002,1,-1.153977,52.9561115,"Very Good",5332
"nottingham-england-112189","FLS0159",1989-11-21,"Marcus Garvey Centre","3.50 Pounds",700,NA,NA,NA,"1989 Fall European Tour","Nottingham",NA,"England",1989,1,-1.175891,52.95305,NA,NA
"nottingham-england-112788","FLS0084",1988-11-27,"Underground Hic",NA,198.714285714286,NA,NA,NA,"1988 Fall European Tour","Nottingham",NA,"England",1988,1,-1.14344,52.953373,NA,NA
"nottingham-england-50892","FLS0437",1992-05-08,"Nottingham Polytechnic","3-5Pounds",950,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Nottingham","","England",1992,1,-1.15429,52.9584506,"Very Good",4619
"nottingham-england-51295","FLS0661",1995-05-12,"Trent University",NA,630,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Nottingham","","England",1995,1,-1.15429,52.9584506,"Very Good",5147
"nottingham-england-51399","FLS0921",1999-05-13,"Marcus Garvey Centre","6(pounds)",778,"Joey Picuri","Warren Russell-Smith","DAT","1999 Spring UK/Ireland Tour","Nottingham","","England",1999,1,-1.175891,52.95305,"Very Good",5439
"nottingham-england-91390","FLS0255",1990-09-13,"Marcus Garvey Centre",NA,700,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Nottingham","","England",1990,1,-1.175891,52.95305,"Good",4157
"nuremberg-germany-62292","FLS0473",1992-06-22,"Komm",NA,700,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Nuremberg","","Germany",1992,1,11.08162,49.4480703,"Good",4187
"nuremberg-germany-92499","FLS0931",1999-09-24,"Z-Bau",NA,918,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall European Tour","Nuremberg","","Germany",1999,1,11.094816,49.430124,"Very Good",6073
"oakland-ca-usa-83191","FLS0389",1991-08-31,"Scottish Rites Temple","5",1800,"Joey Picuri","Jerry Busher","Cassette","1991 Summer/Fall USA/Canada Tour","Oakland","CA","USA",1991,1,-122.26211,37.8029948,"Good",3996
"oberhausen-germany-101090","FLS0279",1990-10-10,"Music Circus","12 DM",1500,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Oberhausen","","Germany",1990,1,6.84713,51.493526,"Good",4643
"oberlin-oh-usa-50588","FLS0024",1988-05-05,"Oberlin University Student Union Tavern",NA,50,NA,NA,NA,"1988 Spring USA Tour","Oberlin","OH","USA",1988,1,-82.22108,41.2958696,NA,NA
"okayama-japan-102296","FLS0795",1996-10-22,"Pepperland",NA,90,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 US/Japan/Hong Kong/Australia Tour","Okayama",NA,"Japan",1996,1,133.91992,34.684317,"Excellent",4001
"oklahoma-city-ok-usa-111998","FLS0879",1998-11-19,"Will Rogers Hall","6",850,"Joey Picuri","Warren Russell-Smith","DAT","1998 Fall Mid-West USA Tour","Oklahoma City","OK","USA",1998,1,-97.529645,35.5153769,"Good",5137
"oklahoma-city-ok-usa-112095","FLS0763",1995-11-20,"Diamond Ballroom","5",1200,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Oklahoma City","OK","USA",1995,1,-97.478456,35.3862678,"Very Good",4328
"olathe-ks-usa-111898","FLS0878",1998-11-18,"Gee Coffee","6",750,"Joey Picuri","Fugazi","DAT","1998 Fall Mid-West USA Tour","Olathe","KS","USA",1998,1,-94.81719,38.878936,"Very Good",5093
"olympia-wa-usa-102995","FLS0746",1995-10-29,"Capitol Theater","5",1000,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Olympia","WA","USA",1995,1,-122.89985,47.044336,"Very Good",5657
"olympia-wa-usa-22799","FLS0899",1999-02-27,"Capitol Theater","6",1200,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 West Coast USA Tour","Olympia","WA","USA",1999,1,-122.89985,47.044336,"Very Good",4988
"olympia-wa-usa-50893","FLS0540",1993-05-08,"Capitol Theater","5",1200,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Olympia","WA","USA",1993,1,-122.89985,47.044336,"Very Good",5527
"olympia-wa-usa-51688","FLS0031",1988-05-16,"Evergreen University",NA,75,"Unknown","Jerry Busher","Cassette","1988 Spring USA Tour","Olympia","WA","USA",1988,1,-122.973994,47.0730714,"Good",3622
"olympia-wa-usa-52689","FLS0116",1989-05-26,"Rignall Hall","$5",300,NA,NA,NA,"1989 Spring USA Tour","Olympia","WA","USA",1989,1,-122.944584,47.1496873,NA,NA
"olympia-wa-usa-60290","FLS0221",1990-06-02,"Chambers Grange Hall","5",400,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Olympia","WA","USA",1990,1,-122.881162,47.0032967,"Good",3965
"olympia-wa-usa-82591","FLS0385",1991-08-25,"Capitol Theater","5",800,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Olympia","WA","USA",1991,1,-122.89985,47.044336,"Good",4540
"omaha-ne-usa-111798","FLS0877",1998-11-17,"Sokol Hall","6",1200,"Joey Picuri","Warren Russell-Smith","DAT","1998 Fall Mid-West USA Tour","Omaha","NE","USA",1998,1,-95.933788,41.238464,"Very Good",4795
"omaha-ne-usa-52193","FLS0547",1993-05-21,"Peony Park Royal Grove","5",2800,"Joey Picuri","Warren Russell-Smith","DAT","1993 Spring USA Tour","Omaha","NE","USA",1993,1,-96.039304,41.2641952,"Very Good",5123
"omaha-ne-usa-60389","FLS0119",1989-06-03,"Radial Social Hall","$5",350,NA,NA,NA,"1989 Spring USA Tour","Omaha","NE","USA",1989,1,-95.983958,41.2737913,NA,NA
"omaha-ne-usa-61090","FLS0225",1990-06-10,"Sokol Hall","5",800,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring/Summer USA Tour","Omaha","NE","USA",1990,1,-95.933788,41.238464,"Good",5113
"orlando-fl-usa-11600","FLS0966",2000-01-16,"Firestone","6",1650,"Nick Pellicciotto","Warren Russell-Smith","DAT","2000 Winter Southern USA Tour","Orlando","FL","USA",2000,1,-81.380093,28.5497139,"Excellent",5445
"orlando-fl-usa-21393","FLS0500",1993-02-13,"Edge","5",1600,"Joey Picuri","Jerry Busher","DAT","1993 Winter Southern USA Tour","Orlando","FL","USA",1993,1,-81.381113,28.5469645,"Very Good",4473
"orlando-fl-usa-31790","FLS0189",1990-03-17,"Beacham Theater","$5",985,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring Southern USA Tour","Orlando","FL","USA",1990,1,-81.37937,28.542972,"Good",3872
"orlando-fl-usa-40196","FLS0778",1996-04-01,"Firestone","5",1600,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Orlando","FL","USA",1996,1,-81.380093,28.5497139,"Good",4063
"orlando-fl-usa-51791","FLS0343",1991-05-17,"Beacham Theater","5",1400,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Orlando","FL","USA",1991,1,-81.37937,28.542972,"Good",4326
"osaka-japan-102396","FLS0796",1996-10-23,"Sun Hall",NA,280,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 US/Japan/Hong Kong/Australia Tour","Osaka",NA,"Japan",1996,1,135.480857,34.6709861,"Very Good",3531
"osaka-japan-103193","FLS0599",1993-10-31,"AM Hall","3500 yen",190,"Joey Picuri","Warren Russell-Smith","DAT","1993 Japan/Australia/New Zealand Tour","Osaka",NA,"Japan",1993,1,135.499561,34.7012144,"Good",5413
"osaka-japan-111491","FLS0415",1991-11-14,"Sun Hall",NA,200,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Australia/New Zealand/Japan Tour","Osaka",NA,"Japan",1991,1,135.480857,34.6709861,"Very Good",4445
"oslo-norway-100200","FLS0975",2000-10-02,"Rockefeller Music Hall",NA,650,"Nick Pellicciotto","Warren Russell-Smith","DAT","2000 Fall Northern European Tour","Oslo","","Norway",2000,1,10.750869,59.916054,"Excellent",6467
"oslo-norway-102588","FLS0060",1988-10-25,"Blitz",NA,198.714285714286,"ANON",NA,"Cassette","1988 Fall European Tour","Oslo",NA,"Norway",1988,1,10.737378,59.9185243,"Very Good",995
"oslo-norway-70692","FLS0485",1992-07-06,"Rockefeller Music Hall",NA,1200,"Joey Picuri","Jerry Busher","Cassette","1992 Spring European Tour","Oslo","","Norway",1992,1,10.750869,59.916054,"Good",4811
"oslo-norway-71495","FLS0713",1995-07-14,"Sentrum Scene",NA,950,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Oslo",NA,"Norway",1995,1,10.751361,59.9155143,"Very Good",4785
"oslo-norway-92890","FLS0268",1990-09-28,"Blitz","35 N Kroner",500,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Oslo","","Norway",1990,1,10.737378,59.9185243,"Good",4201
"osnabruck-germany-62992","FLS0479",1992-06-29,"Hyde Park",NA,1300,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Osnabruck",NA,"Germany",1992,1,8.015637,52.3111916,"Good",5168
"ottawa-on-canada-72098","FLS0864",1998-07-20,"Barrymore's","10(can)",625,"Joey Picuri","Warren Russell-Smith","DAT","1998 Summer Canada/USA Tour","Ottawa","ON","Canada",1998,1,-75.695363,45.4143921,"Very Good",5246
"ottawa-on-canada-80391","FLS0371",1991-08-03,"Barrymore's","6 (ca)",500,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Ottawa","ON","Canada",1991,1,-75.695363,45.4143921,"Good",4542
"ottawa-on-canada-92695","FLS0719",1995-09-26,"Carleton University Porter Hall","7(can)",850,"Joey Picuri","Warren Russell-Smith","DAT","1995 Fall USA/Canada Tour","Ottawa","ON","Canada",1995,1,-75.697849,45.3840001,"Very Good",5160
"ottawa-on-canada-92989","FLS0140",1989-09-29,"Glebe Community Center","$6cn",350,NA,NA,NA,"1989 Fall Canada/NE Tour","Ottawa","ON","Canada",1989,1,-75.69152,45.402192,NA,NA
"ottawa-ont-canada-91193","FLS0582",1993-09-11,"Carleton University Porter Hall","6 (canadian)",1100,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Ottawa","ON","Canada",1993,1,-75.697849,45.3840001,"Very Good",4751
"ottobrunn-germany-110988","FLS0072",1988-11-09,"Juz Einsteinstr.",NA,198.714285714286,NA,NA,NA,"1988 Fall European Tour","Ottobrunn",NA,"Germany",1988,1,11.65971,48.05477,NA,NA
"oviedo-spain-52895","FLS0675",1995-05-28,"Sala Antiquo",NA,500,"Joey Picuri","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Oviedo","","Spain",1995,1,-5.843888,43.3605556,"Poor",4408
"oxford-ms-usa-41096","FLS0784",1996-04-10,"Lafayettes","5",600,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 Southern USA Tour","Oxford","MS","USA",1996,1,-89.52028,34.3667624,"Good",5028
"padova-italy-60992","FLS0462",1992-06-09,"C.S.O Pedro",NA,2000,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Padova","","Italy",1992,1,11.870893,45.4238226,"Good",4202
"padova-italy-61395","FLS0687",1995-06-13,"C.S.O Pedro",NA,2500,"Tom Korbler","Warren Russell-Smith","Cassette","1995 Spring/Summer European Tour","Padova","","Italy",1995,1,11.870893,45.4238226,"Very Good",5250
"palo-alto-ca-usa-22199","FLS0894",1999-02-21,"Edge","6",1000,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 West Coast USA Tour","Palo Alto","CA","USA",1999,1,-122.14395,37.4280097,"Excellent",4854
"paris-france-101499","FLS0949",1999-10-14,"Le Cafe De la Danse",NA,700,"Nick Pellicciotto","Warren Russell-Smith","DAT","1999 Fall European Tour","Paris","","France",1999,1,2.372902,48.8540691,"Very Good",7132
"paris-france-110590","FLS0302",1990-11-05,"Espace Ornano","50FR",500,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Paris","","France",1990,1,2.343572,48.8966815,"Good",5283
"paris-france-112288","FLS0081",1988-11-22,"Club Gibus",NA,198.714285714286,"Phillipe Roger",NA,"VHS","1988 Fall European Tour","Paris",NA,"France",1988,1,2.36632,48.86824,"Good",4561
"paris-france-121189","FLS0176",1989-12-11,"Forum de Grenelle",NA,452.105263157895,"Phillipe Roger",NA,"VHS","1989 Fall European Tour","Paris","","France",1989,1,2.29865,48.8471066,"Good",4683
"paris-france-52295","FLS0670",1995-05-22,"Elysee Montmartre",NA,1279.99130434783,"Joey Picuri","Jerry Busher","Cassette","1995 Spring/Summer European Tour","Paris","","France",1995,1,2.343636,48.8830347,"Good",5906
"paris-france-52792","FLS0451",1992-05-27,"Elysee Montmartre",NA,1300,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Paris","","France",1992,1,2.343636,48.8830347,"Very Good",5064
"pensacola-fl-usa-31990","FLS0190",1990-03-19,"Nite Owl","$5",275,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Spring Southern USA Tour","Pensacola","FL","USA",1990,1,-87.23178,30.4457275,"Very Good",4619
"pensacola-fl-usa-52091","FLS0345",1991-05-20,"Nite Owl","5",650,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Spring USA Tour","Pensacola","FL","USA",1991,1,-87.23178,30.4457275,"Poor",4388
"peoria-il-usa-100995","FLS0731",1995-10-09,"Expo Gardens","5",780,"Joey Picuri","Fugazi","DAT","1995 Fall USA/Canada Tour","Peoria","IL","USA",1995,1,-89.6191,40.765357,"Very Good",5402
"perth-australia-111093","FLS0605",1993-11-10,"Club O",NA,800,NA,NA,NA,"1993 Japan/Australia/New Zealand Tour","Perth","WA","Australia",1993,1,115.86832,-31.9573625,NA,NA
"perth-australia-111096","FLS0807",1996-11-10,"Univ. of West Australia",NA,913.244444444444,"Nick Pellicciotto","Warren Russell-Smith","DAT","1996 US/Japan/Hong Kong/Australia Tour","Perth","WA","Australia",1996,1,115.818651,-31.9780548,"Very Good",4132
"petaluma-ca-usa-83091","FLS0388",1991-08-30,"Phoenix Theater","5",750,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Petaluma","CA","USA",1991,1,-122.643066,38.2348794,"Good",4040
"philadelphia-pa-usa-120499","FLS0955",1999-12-04,"Electric Factory","6",3000,"Nick Pellicciotto",NA,"DAT","1999 Fall/Winter Southern USA Tour","Philadelphia","PA","USA",1999,1,-75.150209,39.9588648,"Excellent",3600
"philadelphia-pa-usa-30291","FLS0311",1991-03-02,"Drexel University","5",1800,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Winter/Spring East Coast USA Tour","Philadelphia","PA","USA",1991,1,-75.192566,39.9557137,"Good",4469
"philadelphia-pa-usa-40195","FLS0641",1995-04-01,"Trocadero","5",1200,"Joey Picuri","Warren Russell-Smith","Cassette","1995 USA East Coast Tour","Philadelphia","PA","USA",1995,1,-75.156533,39.9537103,"Excellent",4961
"philadelphia-pa-usa-40295","FLS0642",1995-04-02,"Trocadero","5",1200,"Joey Picuri","Warren Russell-Smith","Cassette","1995 USA East Coast Tour","Philadelphia","PA","USA",1995,1,-75.156533,39.9537103,"Very Good",4976
"philadelphia-pa-usa-40692","FLS0423",1992-04-06,"Trocadero","5",1200,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring East Coast Tour","Philadelphia","PA","USA",1992,1,-75.156533,39.9537103,"Very Good",5069
"philadelphia-pa-usa-50397","FLS0815",1997-05-03,"Electric Factory","6",2900,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 East Coast USA Tour","Philadelphia","PA","USA",1997,1,-75.150209,39.9588648,"Good",5299
"philadelphia-pa-usa-80788","FLS0050",1988-08-07,"Frankford YWCA","$5",100,"Unknown","Fugazi","Cassette","1988 Summer/Fall Regional Dates","Philadelphia","PA","USA",1988,1,-75.0867,40.0184468,"Poor",1398
"philadelphia-pa-usa-92389","FLS0136",1989-09-23,"Drexel University","$5",850,"ANON",NA,"Cassette","1989 Fall Canada/NE Tour","Philadelphia","PA","USA",1989,1,-75.192566,39.9557137,"Good",3981
"philadelphia-pa-usa-92793","FLS0596",1993-09-27,"Trocadero","5",1200,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Philadelphia","PA","USA",1993,1,-75.156533,39.9537103,"Very Good",4920
"philadelphia-pa-usa-92893","FLS0597",1993-09-28,"Trocadero","5",1200,"Joey Picuri","Warren Russell-Smith","DAT","1993 Fall USA/Canada Tour","Philadelphia","PA","USA",1993,1,-75.156533,39.9537103,"Very Good",5081
"phoenix-az-usa-111195","FLS0756",1995-11-11,"Party Gardens","6",2500,"Joey Picuri","Fugazi","DAT","1995 Fall USA/Canada Tour","Phoenix","AZ","USA",1995,1,-111.963322,33.4510218,"Very Good",4843
"phoenix-az-usa-41201","FLS0988",2001-04-12,"Celebrity Theater","6",2600,"Nick Pellicciotto","Warren Russell-Smith","DAT","2001 Spring Western USA Tour","Phoenix","AZ","USA",2001,1,-112.01478,33.4544264,"Very Good",6866
"phoenix-az-usa-51290","FLS0208",1990-05-12,"U.A. Local Pipefitter's Hall","5",700,"Joey Picuri","Jerry Busher","Cassette","1990 Spring/Summer USA Tour","Phoenix","AZ","USA",1990,1,-112.03006,33.4844125,"Good",4901
"phoenix-az-usa-51689","FLS0112",1989-05-16,"Time Out of Mind","$4",140,"Paul Valdez","Warren Russell-Smith","VHS audio","1989 Spring USA Tour","Phoenix","AZ","USA",1989,1,-112.001117,33.4091739,"Good",2314
"phoenix-az-usa-90991","FLS0396",1991-09-09,"Silver Dollar","5",1160,"Joey Picuri","Warren Russell-Smith","Cassette","1991 Summer/Fall USA/Canada Tour","Phoenix","AZ","USA",1991,1,-112.025914,33.4462876,"Very Good",4770
"pila-poland-100490","FLS0273",1990-10-04,"Sports Gym",NA,700,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Pila","","Poland",1990,1,16.754459,53.1543898,"Good",4185
"piracicaba-brazil-80597","FLS0834",1997-08-05,"Blue Galeria",NA,450,"Nick Pellicciotto","Warren Russell-Smith","DAT","1997 Summer Brazil/S. America Tour","Piracicaba","","Brazil",1997,1,-47.6389,-22.73377,"Poor",4768
"pisa-italy-102890","FLS0295",1990-10-28,"Macchia Nera","6000 Lira",600,"Joey Picuri","Warren Russell-Smith","Cassette","1990 Fall European Tour","Pisa","","Italy",1990,1,10.418156,43.7062561,"Very Good",4729
"pisa-italy-111888","FLS0078",1988-11-18,"Social Center",NA,198.714285714286,NA,NA,NA,"1988 Fall European Tour","Pisa",NA,"Italy",1988,1,10.418156,43.7062561,NA,NA
"pisa-italy-60692","FLS0459",1992-06-06,"Macchia Nera",NA,850,"Joey Picuri","Warren Russell-Smith","Cassette","1992 Spring European Tour","Pisa","","Italy",1992,1,10.418156,43.7062561,"Good",3876
"pittsburgh-pa-usa-42101","FLS0996",2001-04-21,"Carnegie Mellon University","Free",2000,"Nick Pellicciotto","Jerry Busher","DAT","2001 Spring Western USA Tour","Pittsburgh","PA","USA",2001,1,-79.942873,40.4418627,"Very Good",4411
